year,avgTemp,minTemp,maxTemp,rainFall,avgPrice,ds,y
20110315,4.1,-0.6,8.9,0,4761,2011-03-15,4761
20110316,1.3,-2.4,5.9,0,4743,2011-03-16,4743
20110317,2.1,-3.5,8.4,0,4846,2011-03-17,4846
20110318,5.8,-3.6,13.8,0,4824,2011-03-18,4824
20110319,10.5,4.3,16.4,0,4824,2011-03-19,4824
20110320,7.1,4.5,11.3,15.2,4824,2011-03-20,4824
20110321,7.9,4.1,13.1,0.6,4824,2011-03-21,4824
20110322,3.6,0.1,7.7,0.4,4824,2011-03-22,4824
20110323,2.8,-3,8.7,0,4824,2011-03-23,4824
20110324,4.8,-0.4,10.6,2.8,4776,2011-03-24,4776
20110325,3.1,-0.5,7.1,0.3,4662,2011-03-25,4662
20110326,3.2,-2.9,9.3,0,4662,2011-03-26,4662
20110327,5.5,-2.5,11.9,0,4662,2011-03-27,4662
20110328,6.2,1,11.9,0.4,4550,2011-03-28,4550
20110329,5.1,-1.2,11.2,0,4530,2011-03-29,4530
20110330,7.9,0.4,15.7,0,4486,2011-03-30,4486
20110331,9.7,1.6,19,0,4341,2011-03-31,4341
20110401,10.9,1.5,19.8,0,4341,2011-04-01,4341
20110402,8.9,4.7,14,0.1,4341,2011-04-02,4341
20110403,7.2,2.8,12.1,2.6,4341,2011-04-03,4341
20110404,7.8,1.1,15.3,0,4265,2011-04-04,4265
20110405,9.1,0.5,18.2,0,4073,2011-04-05,4073
20110406,11,1.3,18.9,0.7,4057,2011-04-06,4057
20110407,11.7,9.1,14.4,17.1,3783,2011-04-07,3783
20110408,11.7,7.1,17.4,3.3,3783,2011-04-08,3783
20110409,10.5,3.4,18.1,0,3783,2011-04-09,3783
20110410,12.3,4.5,19.9,0.5,3783,2011-04-10,3783
20110411,10.1,5.1,15.4,2.7,3905,2011-04-11,3905
20110412,10.2,1.4,18.3,0,3905,2011-04-12,3905
20110413,12.1,3.6,20.2,0,3961,2011-04-13,3961
20110414,13.2,4.3,21.2,0,3808,2011-04-14,3808
20110415,16.2,9.8,23.5,0.1,3708,2011-04-15,3708
20110416,11.5,6.1,18.8,0.1,3708,2011-04-16,3708
20110417,11.3,4,18.7,0,3708,2011-04-17,3708
20110418,7.9,5.1,11.8,2.7,3654,2011-04-18,3654
20110419,9.2,4.2,15.1,0.7,3329,2011-04-19,3329
20110420,10.8,2.8,18.5,0,3126,2011-04-20,3126
20110421,13.4,5.4,20.3,0,2406,2011-04-21,2406
20110422,10.7,8.7,13.9,26.8,2360,2011-04-22,2360
20110423,10.7,6.3,15.8,0,2360,2011-04-23,2360
20110424,10.4,5,16,0.4,2360,2011-04-24,2360
20110425,12.9,6.3,18.8,0.3,2304,2011-04-25,2304
20110426,12.4,9.8,15.3,11.9,2225,2011-04-26,2225
20110427,12.1,8.2,16.8,2.4,2243,2011-04-27,2243
20110428,10.2,5.9,15.4,0.7,2117,2011-04-28,2117
20110429,13.3,4.1,19.9,0.6,1978,2011-04-29,1978
20110430,17,13.3,21.3,37.3,1978,2011-04-30,1978
20110501,15.1,11.2,18.7,2.3,1978,2011-05-01,1978
20110502,15.3,9.5,21.9,0,1889,2011-05-02,1889
20110503,16,10.8,22.5,0,1769,2011-05-03,1769
20110504,14.4,7.4,21.3,0,1735,2011-05-04,1735
20110505,15.1,8.5,21.8,0,1735,2011-05-05,1735
20110506,14.9,9.5,19.3,1.1,1650,2011-05-06,1650
20110507,17.9,13.7,24.2,1.2,1650,2011-05-07,1650
20110508,18.4,12.3,25.5,0,1650,2011-05-08,1650
20110509,19.7,14.1,24.6,5.7,1594,2011-05-09,1594
20110510,18.5,15.2,22.6,41.3,1594,2011-05-10,1594
20110511,15.8,14,18.1,46.4,1611,2011-05-11,1611
20110512,15.1,11.6,19.3,2.9,1593,2011-05-12,1593
20110513,16.2,10,22.2,0,1585,2011-05-13,1585
20110514,17.6,11.1,24.3,0,1585,2011-05-14,1585
20110515,17.7,9.3,25.6,0,1585,2011-05-15,1585
20110516,16.6,11.2,22.5,0,1590,2011-05-16,1590
20110517,16.2,8.6,23.5,0,1349,2011-05-17,1349
20110518,18.9,10.4,26.1,0,1313,2011-05-18,1313
20110519,20.4,15,25.8,0.1,1217,2011-05-19,1217
20110520,20.2,16.4,24.5,3.3,1220,2011-05-20,1220
20110521,17.5,14.3,22.1,4.4,1220,2011-05-21,1220
20110522,16.9,13,22.1,1.8,1220,2011-05-22,1220
20110523,15.7,12,20.4,3.5,1282,2011-05-23,1282
20110524,18,9.8,26.1,0,1272,2011-05-24,1272
20110525,18.8,13.2,24.8,0,1263,2011-05-25,1263
20110526,16.3,14.3,19,6.2,1150,2011-05-26,1150
20110527,16.7,14,20.1,0.7,1142,2011-05-27,1142
20110528,18.6,13.5,24.9,0,1142,2011-05-28,1142
20110529,19.5,13.9,26.1,0,1142,2011-05-29,1142
20110530,19,13.6,25.2,0,1192,2011-05-30,1192
20110531,17.2,15.3,20,2,1196,2011-05-31,1196
20110601,17.6,14.5,22.2,11.6,1169,2011-06-01,1169
20110602,18.5,14.7,24.3,0,1212,2011-06-02,1212
20110603,19.6,14.2,26.1,0,1212,2011-06-03,1212
20110604,20.8,16.5,26,0.1,1212,2011-06-04,1212
20110605,21.5,16.1,28.3,0,1212,2011-06-05,1212
20110606,21.3,14.6,27.8,0,1212,2011-06-06,1212
20110607,21.5,15.1,28.3,0,1250,2011-06-07,1250
20110608,22.1,15.7,28.8,0.4,1236,2011-06-08,1236
20110609,21.2,17.3,25.6,0.3,1227,2011-06-09,1227
20110610,21.2,17.7,25.1,2.8,1222,2011-06-10,1222
20110611,22.9,17,29.6,1.4,1222,2011-06-11,1222
20110612,22.2,17.6,28.3,0.8,1222,2011-06-12,1222
20110613,20.7,16.8,25.8,0.1,1211,2011-06-13,1211
20110614,21.3,15.8,27.4,0,1211,2011-06-14,1211
20110615,21.7,17,27.2,0.1,1216,2011-06-15,1216
20110616,22.6,17.2,28.5,0,1292,2011-06-16,1292
20110617,22,16.6,28.1,0,1287,2011-06-17,1287
20110618,22.3,18.2,27.3,1.5,1287,2011-06-18,1287
20110619,23.1,17.1,29.5,0,1287,2011-06-19,1287
20110620,23.3,17.5,29.9,0.8,1201,2011-06-20,1201
20110621,24.8,18.5,31.5,0.1,1167,2011-06-21,1167
20110622,23.8,20.9,27.3,22.1,1178,2011-06-22,1178
20110623,25.2,22.5,28.4,21.6,1178,2011-06-23,1178
20110624,22.1,19.8,25.5,52.1,1179,2011-06-24,1179
20110625,19.7,18.4,21.8,54.1,1179,2011-06-25,1179
20110626,20.6,18.3,23.2,48.3,1179,2011-06-26,1179
20110627,21.7,18.6,25.2,3.4,1200,2011-06-27,1200
20110628,23.8,18.4,29.6,4.7,1199,2011-06-28,1199
20110629,24.7,21.8,28.8,34,1189,2011-06-29,1189
20110630,24.6,21.9,28.2,19.4,1318,2011-06-30,1318
20110701,25.1,21.9,29.6,0.8,1385,2011-07-01,1385
20110702,26,22.2,30.7,2.1,1385,2011-07-02,1385
20110703,24.2,22.1,26.5,49.1,1385,2011-07-03,1385
20110704,24.3,20.5,29,9,1465,2011-07-04,1465
20110705,24.2,19,30.4,0,1492,2011-07-05,1492
20110706,22.8,19.5,27,4.2,1614,2011-07-06,1614
20110707,23.2,20.9,25.7,21.8,1653,2011-07-07,1653
20110708,24.4,22.5,27.3,22.6,1718,2011-07-08,1718
20110709,23.2,21.2,26.1,84.4,1718,2011-07-09,1718
20110710,23.2,21,26.6,57.2,1718,2011-07-10,1718
20110711,23.2,20.7,27,20.6,1734,2011-07-11,1734
20110712,24,21.8,26.8,30.7,1786,2011-07-12,1786
20110713,24.9,22.8,27.2,8.9,1923,2011-07-13,1923
20110714,25.3,23.3,28.6,20.4,2158,2011-07-14,2158
20110715,26.1,23.2,30.1,6.8,2198,2011-07-15,2198
20110716,26.2,22.8,30.5,9.3,2198,2011-07-16,2198
20110717,26.4,22.6,31.4,2.9,2198,2011-07-17,2198
20110718,27.1,22.8,32,0.1,2287,2011-07-18,2287
20110719,27.5,23.7,31.8,0.7,2287,2011-07-19,2287
20110720,26.7,22.4,31.8,0,2331,2011-07-20,2331
20110721,24.4,20.8,28.9,1.4,2648,2011-07-21,2648
20110722,23,20.1,26.6,3.6,2743,2011-07-22,2743
20110723,24.5,21.4,29.1,2.1,2743,2011-07-23,2743
20110724,23.9,22.1,27,14.1,2743,2011-07-24,2743
20110725,24.6,21.6,28.6,6,3003,2011-07-25,3003
20110726,26,22.6,29.8,17.5,3075,2011-07-26,3075
20110727,26.2,24,29,55.6,3155,2011-07-27,3155
20110728,26.9,24,30.7,12.1,3435,2011-07-28,3435
20110729,26.9,23.9,31.4,7.7,3548,2011-07-29,3548
20110730,26.4,23.7,30.6,6.5,3548,2011-07-30,3548
20110731,25.7,23.2,29.2,13.3,3548,2011-07-31,3548
20110801,25.2,23.3,28.2,33.6,3723,2011-08-01,3723
20110802,25.5,23.3,28.8,13,3764,2011-08-02,3764
20110803,26.3,23.4,30.6,9.3,3975,2011-08-03,3975
20110804,26.9,23.4,31.8,2.9,3979,2011-08-04,3979
20110805,27.9,23.3,33.2,0.1,3976,2011-08-05,3976
20110806,27.4,24.1,31.8,2.5,3976,2011-08-06,3976
20110807,27.5,24.4,30.8,32.9,3976,2011-08-07,3976
20110808,26.6,23.9,29.9,28.8,4294,2011-08-08,4294
20110809,25.1,23.3,27.5,35.9,4294,2011-08-09,4294
20110810,26,23.9,29.3,11.9,4294,2011-08-10,4294
20110811,27,24.1,31.5,5.9,4430,2011-08-11,4430
20110812,26.3,23.9,30.2,15.6,4043,2011-08-12,4043
20110813,26,23.5,29.7,6.4,4043,2011-08-13,4043
20110814,26.1,23.5,30.6,4.4,4043,2011-08-14,4043
20110815,26.2,23.3,30.1,1.7,4043,2011-08-15,4043
20110816,26.5,23.7,30.6,12.6,3913,2011-08-16,3913
20110817,25.3,23.6,28.1,25.6,3930,2011-08-17,3930
20110818,24.7,22.2,28.7,5.6,3930,2011-08-18,3930
20110819,22.9,20.7,25.5,3.5,3993,2011-08-19,3993
20110820,21.1,19.1,23.7,15,3993,2011-08-20,3993
20110821,22.5,18.3,27.9,2.9,3993,2011-08-21,3993
20110822,21.7,18.6,25.7,2,3993,2011-08-22,3993
20110823,21.7,17.9,25.7,3.3,4047,2011-08-23,4047
20110824,22.4,19.4,25.9,2,3973,2011-08-24,3973
20110825,23.4,20.1,27.5,0.4,4109,2011-08-25,4109
20110826,23.9,21,27.7,1.4,4098,2011-08-26,4098
20110827,25,21.8,29.5,0.8,4098,2011-08-27,4098
20110828,25.2,21.3,30.2,0,4098,2011-08-28,4098
20110829,25.8,21.9,31,1.4,4098,2011-08-29,4098
20110830,25.7,22.4,30.9,0.7,4048,2011-08-30,4048
20110831,26,22.1,31.8,0,4223,2011-08-31,4223
20110901,25.8,21.1,32.1,0,4309,2011-09-01,4309
20110902,25.2,20.6,30.3,0.5,4182,2011-09-02,4182
20110903,24.7,20.9,29.5,0.2,4182,2011-09-03,4182
20110904,23.3,19.4,28.3,2.1,4182,2011-09-04,4182
20110905,22.4,18.3,28.1,1.9,3731,2011-09-05,3731
20110906,21.8,16.7,28.3,0.1,3650,2011-09-06,3650
20110907,21.3,14.8,27.9,0,3561,2011-09-07,3561
20110908,21.8,18.7,25.8,0.1,3415,2011-09-08,3415
20110909,20.8,18.8,23.9,1.6,3485,2011-09-09,3485
20110910,19.8,18.1,22.1,16.2,3485,2011-09-10,3485
20110911,21.6,19.1,24.6,24.5,3485,2011-09-11,3485
20110912,23.7,21.1,28.2,4,3485,2011-09-12,3485
20110913,24.5,21.3,29.5,0.1,3485,2011-09-13,3485
20110914,24.9,21.3,30.5,0,3757,2011-09-14,3757
20110915,24.8,20.4,31.1,0,3643,2011-09-15,3643
20110916,25.2,20.6,31.5,0,3698,2011-09-16,3698
20110917,24.8,21,30,3.3,3698,2011-09-17,3698
20110918,21.6,19,25.3,3.6,3698,2011-09-18,3698
20110919,18,15.7,20.5,0.6,3521,2011-09-19,3521
20110920,17.4,13.5,21.5,0.1,3424,2011-09-20,3424
20110921,17.3,12.1,23.2,0,3422,2011-09-21,3422
20110922,16.7,10.4,24,0,3176,2011-09-22,3176
20110923,17.5,11.1,25.3,0,2858,2011-09-23,2858
20110924,18.1,11.9,25.5,0,2858,2011-09-24,2858
20110925,18.4,12.5,25.8,0,2858,2011-09-25,2858
20110926,18.4,12.2,26.5,0,2651,2011-09-26,2651
20110927,18.4,11.2,26.4,0,2472,2011-09-27,2472
20110928,18.5,13.7,23.5,0,2538,2011-09-28,2538
20110929,17.9,16,20.2,12.4,2219,2011-09-29,2219
20110930,16.9,11.8,21.5,0.2,2308,2011-09-30,2308
20111001,13.4,8.7,19.3,0,2308,2011-10-01,2308
20111002,12.9,8.2,18.7,0,2308,2011-10-02,2308
20111003,12.3,6,20.1,0,2308,2011-10-03,2308
20111004,13.9,6.5,21.9,0,2463,2011-10-04,2463
20111005,15.6,11,22.5,0,2466,2011-10-05,2466
20111006,15.6,9.9,22.3,0,2183,2011-10-06,2183
20111007,14.1,7.9,21.7,0,2292,2011-10-07,2292
20111008,14.5,8.2,22.7,0,2292,2011-10-08,2292
20111009,15.5,9.1,23.1,0,2292,2011-10-09,2292
20111010,16.5,10.5,24.5,0,2289,2011-10-10,2289
20111011,16.1,10.8,23.8,0,2378,2011-10-11,2378
20111012,15,8.5,21.5,0,2345,2011-10-12,2345
20111013,16.7,10.9,24.6,0,2177,2011-10-13,2177
20111014,14.4,12.4,16.1,9.8,2220,2011-10-14,2220
20111015,15.7,11.8,20.6,5.3,2220,2011-10-15,2220
20111016,15.5,10.8,20.4,0.4,2220,2011-10-16,2220
20111017,13,7.2,19.1,0,2376,2011-10-17,2376
20111018,9.8,3.3,17.9,0,2299,2011-10-18,2299
20111019,12.3,4.1,21.1,0,2282,2011-10-19,2282
20111020,15,9.1,21.4,0,2250,2011-10-20,2250
20111021,15.9,11.5,20.1,9.1,2225,2011-10-21,2225
20111022,15.2,11.9,19,22,2225,2011-10-22,2225
20111023,14.7,10.1,19.7,0,2225,2011-10-23,2225
20111024,14.2,11,17,1.9,2207,2011-10-24,2207
20111025,8.6,3.8,13.5,0,2208,2011-10-25,2208
20111026,8,1,16.5,0,2208,2011-10-26,2208
20111027,10.8,3.5,19.4,0,2209,2011-10-27,2209
20111028,13,7.7,20.2,0,2217,2011-10-28,2217
20111029,13.3,10,17.1,2.3,2217,2011-10-29,2217
20111030,14.1,9.8,19.6,0.3,2217,2011-10-30,2217
20111031,13.2,7.3,21.2,0,1999,2011-10-31,1999
20111101,14.9,8.1,22.3,0,1973,2011-11-01,1973
20111102,16.3,12.5,22.1,0.1,1959,2011-11-02,1959
20111103,17.2,12.1,23.8,0,1921,2011-11-03,1921
20111104,18.7,14,23.8,2.3,1900,2011-11-04,1900
20111105,18.9,16.2,23.4,21.1,1900,2011-11-05,1900
20111106,16.2,14.5,19,9,1900,2011-11-06,1900
20111107,15.5,13.3,19.2,0.3,1834,2011-11-07,1834
20111108,14.3,11.8,17.6,1.1,1796,2011-11-08,1796
20111109,13.7,11.4,16.6,0.8,1741,2011-11-09,1741
20111110,13.4,10.1,16.9,0.1,1611,2011-11-10,1611
20111111,12.4,9.3,16.6,1.9,1480,2011-11-11,1480
20111112,11.7,7.7,17,0,1480,2011-11-12,1480
20111113,11.7,7.5,17,0,1480,2011-11-13,1480
20111114,8,3.5,13.5,0,1470,2011-11-14,1470
20111115,7,1.7,14,0,1415,2011-11-15,1415
20111116,9.1,1.7,17,0,1342,2011-11-16,1342
20111117,11.9,6.8,15.7,1,1197,2011-11-17,1197
20111118,14.5,11.4,17.5,20.6,1168,2011-11-18,1168
20111119,13.2,7.6,18.1,6.3,1168,2011-11-19,1168
20111120,3.9,0.9,7.7,0,1168,2011-11-20,1168
20111121,2.7,-1.8,8.4,0,1146,2011-11-21,1146
20111122,5,-1.1,9.2,0.2,1131,2011-11-22,1131
20111123,5.5,1.9,10.4,5.2,1135,2011-11-23,1135
20111124,1.9,-1.7,5.9,0,1122,2011-11-24,1122
20111125,2.9,-1.8,9.3,0,1129,2011-11-25,1129
20111126,5.9,-0.9,12.5,0,1129,2011-11-26,1129
20111127,10.7,5.2,17.5,0.1,1129,2011-11-27,1129
20111128,12,7.8,18.2,0.4,1101,2011-11-28,1101
20111129,11.8,8.2,16.6,2.4,1093,2011-11-29,1093
20111130,8,5,11.5,29.7,1106,2011-11-30,1106
20111201,6,4.3,8.2,1.6,1106,2011-12-01,1106
20111202,6.5,3,9.4,2.6,1106,2011-12-02,1106
20111203,6.3,3.2,9.6,7,1106,2011-12-03,1106
20111204,4.9,0.9,9,0,1106,2011-12-04,1106
20111205,2.8,-1.7,8.2,0,1189,2011-12-05,1189
20111206,4.6,1.6,9.2,0.2,1181,2011-12-06,1181
20111207,5.7,2.4,9.1,0,1181,2011-12-07,1181
20111208,3.3,-0.5,7.4,1.7,1141,2011-12-08,1141
20111209,-0.6,-3,2.7,1.5,1132,2011-12-09,1132
20111210,-0.5,-4.7,3.4,0.5,1132,2011-12-10,1132
20111211,3.5,-0.5,7,0,1132,2011-12-11,1132
20111212,4.4,-0.5,9.5,0,1149,2011-12-12,1149
20111213,2.2,-3.4,9.8,0,1133,2011-12-13,1133
20111214,3.9,-2.8,10,0,1133,2011-12-14,1133
20111215,0.1,-3.9,5.3,0,1193,2011-12-15,1193
20111216,-3.7,-6.4,-0.3,0.5,1214,2011-12-16,1214
20111217,-3.4,-8.1,1.5,0,1214,2011-12-17,1214
20111218,-0.6,-4.9,4.3,0,1214,2011-12-18,1214
20111219,-1.1,-6,4.7,0,1241,2011-12-19,1241
20111220,-0.2,-5.8,5.5,0,1241,2011-12-20,1241
20111221,2.4,-1.9,6.7,0.1,1241,2011-12-21,1241
20111222,-1.6,-6.6,3.5,0.1,1316,2011-12-22,1316
20111223,-4.4,-9.3,1,0.3,1308,2011-12-23,1308
20111224,-3.1,-7.2,1.2,0.8,1308,2011-12-24,1308
20111225,-4.1,-7.9,0,0.1,1308,2011-12-25,1308
20111226,-4.8,-9,0.2,0,1251,2011-12-26,1251
20111227,-3.3,-9.1,3.8,0,1282,2011-12-27,1282
20111228,-0.5,-6.3,5.9,0.1,1323,2011-12-28,1323
20111229,0.2,-4.5,5.4,0.3,1338,2011-12-29,1338
20111230,-2.1,-6.7,4.6,0,1326,2011-12-30,1326
20111231,-1.2,-7.1,3.8,0,1326,2011-12-31,1326
20120101,-0.3,-4.7,3.8,0.4,1326,2012-01-01,1326
20120102,-2.8,-7.5,2.6,0,1319,2012-01-02,1319
20120103,-1.9,-5.8,2.8,0.7,1319,2012-01-03,1319
20120104,-4,-6.6,-1,0.8,1319,2012-01-04,1319
20120105,-4.1,-8.7,1.5,0,1338,2012-01-05,1338
20120106,-2.6,-7.8,3.7,0,1338,2012-01-06,1338
20120107,-3.3,-9,4.1,0,1338,2012-01-07,1338
20120108,-1.9,-8.2,4.7,0,1338,2012-01-08,1338
20120109,0.1,-4,4.9,0,1350,2012-01-09,1350
20120110,0,-3.7,4.5,0,1347,2012-01-10,1347
20120111,-3,-7.6,0.7,0,1340,2012-01-11,1340
20120112,-3.4,-9.6,2.2,0,1192,2012-01-12,1192
20120113,-0.2,-4.8,5.3,0,1194,2012-01-13,1194
20120114,-1,-6.6,4.9,0,1194,2012-01-14,1194
20120115,-0.6,-3.9,3.8,0,1194,2012-01-15,1194
20120116,1.2,-4,7.3,2,1190,2012-01-16,1190
20120117,2.8,-1.2,8.6,0.2,1240,2012-01-17,1240
20120118,2.4,-1.8,7.3,0.4,1240,2012-01-18,1240
20120119,4.8,1.7,7.4,5.9,1288,2012-01-19,1288
20120120,5.9,3.5,8.9,1.4,1374,2012-01-20,1374
20120121,3.8,1.4,6.7,1.5,1374,2012-01-21,1374
20120122,-1.7,-6.2,2.5,0,1374,2012-01-22,1374
20120123,-6.3,-9.6,-2.3,0,1374,2012-01-23,1374
20120124,-5.8,-10.6,-0.7,0.2,1374,2012-01-24,1374
20120125,-5.9,-9.7,-2,0.7,1377,2012-01-25,1377
20120126,-3.3,-10.9,3.2,0,1427,2012-01-26,1427
20120127,0.1,-4.9,6.1,0.1,1431,2012-01-27,1431
20120128,0.2,-3.8,5.7,0,1431,2012-01-28,1431
20120129,-0.9,-5.8,4.8,0,1431,2012-01-29,1431
20120130,-2.8,-7.1,2.4,0,1386,2012-01-30,1386
20120131,-2.3,-9.2,3.4,3.3,1374,2012-01-31,1374
20120201,-6.5,-10.6,-0.4,0.3,1510,2012-02-01,1510
20120202,-10.2,-13.9,-5.7,0.1,1522,2012-02-02,1522
20120203,-7,-13.7,-0.9,0,1522,2012-02-03,1522
20120204,-1.9,-7.5,4.1,0.1,1522,2012-02-04,1522
20120205,-0.6,-5.2,5.6,0,1522,2012-02-05,1522
20120206,1.2,-4.3,6.2,1.6,1488,2012-02-06,1488
20120207,-3.7,-8.5,3,0,1511,2012-02-07,1511
20120208,-6.3,-11.1,-1.6,0.4,1576,2012-02-08,1576
20120209,-3,-8.8,1.7,0.2,1598,2012-02-09,1598
20120210,-1.4,-6.2,3.7,0,1629,2012-02-10,1629
20120211,-2.4,-8,3.6,0,1629,2012-02-11,1629
20120212,0,-7.2,6.7,0,1629,2012-02-12,1629
20120213,2.3,-0.9,6.5,0.5,1679,2012-02-13,1679
20120214,3.4,-0.8,9,3.4,1676,2012-02-14,1676
20120215,2.1,-1,7,0,1732,2012-02-15,1732
20120216,0.3,-3.7,4.9,0,1779,2012-02-16,1779
20120217,-3.6,-6.5,0.1,0.1,1811,2012-02-17,1811
20120218,-4.8,-9,-0.3,0.1,1811,2012-02-18,1811
20120219,-3.3,-9.1,2.7,0,1811,2012-02-19,1811
20120220,-0.6,-8.4,7,0,1862,2012-02-20,1862
20120221,0.8,-4.5,6.3,0.7,1866,2012-02-21,1866
20120222,4.4,-2.2,10.7,0,2176,2012-02-22,2176
20120223,5.7,1.1,10.8,0,2398,2012-02-23,2398
20120224,4.5,-0.4,9.4,0.3,2395,2012-02-24,2395
20120225,2.2,-0.5,5.3,1,2395,2012-02-25,2395
20120226,-0.1,-3.1,4.3,0.6,2395,2012-02-26,2395
20120227,-0.3,-6.4,6.8,0,2562,2012-02-27,2562
20120228,1.6,-4.3,7,0.6,2636,2012-02-28,2636
20120229,4.6,-2.2,12.1,0.1,2662,2012-02-29,2662
20120301,7.3,0.9,14.5,0,2662,2012-03-01,2662
20120302,5.8,4.1,7.9,2.1,2748,2012-03-02,2748
20120303,6.2,2.4,10.6,0.5,2748,2012-03-03,2748
20120304,5.6,2.7,8.4,4.4,2748,2012-03-04,2748
20120305,5.3,3.6,7,15.7,2829,2012-03-05,2829
20120306,4.9,2.3,7.9,3.6,2926,2012-03-06,2926
20120307,4.5,0.6,9.9,0,2953,2012-03-07,2953
20120308,3.9,-0.4,9.5,0,2996,2012-03-08,2996
20120309,3.9,-1.2,9.6,0.5,2971,2012-03-09,2971
20120310,4.5,0.7,9.6,0.1,2971,2012-03-10,2971
20120311,0.3,-2.8,3.4,0,2971,2012-03-11,2971
20120312,-0.3,-5,5.1,0,2993,2012-03-12,2993
20120313,1.6,-4.9,8.2,0,3011,2012-03-13,3011
20120314,4.5,-2.7,11,0,3133,2012-03-14,3133
20120315,6.1,-0.2,12.9,0,3201,2012-03-15,3201
20120316,7.2,3.4,11.2,5.4,3253,2012-03-16,3253
20120317,9.3,6.7,13.4,1.9,3253,2012-03-17,3253
20120318,7.3,2.6,12.4,1.2,3253,2012-03-18,3253
20120319,3.9,-0.8,9.5,0,3290,2012-03-19,3290
20120320,3.9,-1.9,10,0,3330,2012-03-20,3330
20120321,5.3,-2.2,12.7,0,3322,2012-03-21,3322
20120322,6.6,2.3,10.4,7.6,3302,2012-03-22,3302
20120323,6,3.7,8.3,19,3290,2012-03-23,3290
20120324,4.8,2.2,8.8,1.2,3290,2012-03-24,3290
20120325,4.4,1,8.8,0,3290,2012-03-25,3290
20120326,4.6,-1.3,10.8,0,3337,2012-03-26,3337
20120327,8.1,-0.7,15.6,0,3337,2012-03-27,3337
20120328,9.9,3.7,17.4,0,3330,2012-03-28,3330
20120329,11.9,1.8,18.9,0.6,3331,2012-03-29,3331
20120330,12,7.8,15.5,25,3353,2012-03-30,3353
20120331,7,2.8,11.8,0.1,3353,2012-03-31,3353
20120401,5.5,-0.2,11.7,0,3353,2012-04-01,3353
20120402,10.1,1.3,16.9,5.7,3352,2012-04-02,3352
20120403,6.7,2.8,13.3,24,3325,2012-04-03,3325
20120404,8.7,0.7,15.7,0,3318,2012-04-04,3318
20120405,8.3,3,14.2,0,3300,2012-04-05,3300
20120406,6.3,0.7,12.3,0,3363,2012-04-06,3363
20120407,6.8,0,13.8,0,3363,2012-04-07,3363
20120408,13.3,2.7,21,0,3363,2012-04-08,3363
20120409,16,10.7,22.4,0,3355,2012-04-09,3355
20120410,13.7,10.1,18,4.8,3399,2012-04-10,3399
20120411,12.5,7.8,17.6,2.2,3399,2012-04-11,3399
20120412,10.8,3.8,17.1,0,3385,2012-04-12,3385
20120413,10.5,7.4,14.7,0.7,3425,2012-04-13,3425
20120414,12.7,6.2,20.1,0,3425,2012-04-14,3425
20120415,14.7,7.6,23.3,0,3425,2012-04-15,3425
20120416,13.3,6.9,21.1,0,3468,2012-04-16,3468
20120417,11.9,4.8,19.2,0,3495,2012-04-17,3495
20120418,13.5,5.7,21.2,0,3494,2012-04-18,3494
20120419,13.6,8.6,19.2,1.9,3473,2012-04-19,3473
20120420,15,11.5,19.6,0.7,3471,2012-04-20,3471
20120421,12.6,10.7,15,57.6,3471,2012-04-21,3471
20120422,12.4,9.5,16.4,4.1,3471,2012-04-22,3471
20120423,15.7,8.8,22.8,0.1,3452,2012-04-23,3452
20120424,19,11.1,27.2,0,3462,2012-04-24,3462
20120425,14.7,11.4,18.9,28.6,3458,2012-04-25,3458
20120426,13.1,8.2,18.1,0.5,3451,2012-04-26,3451
20120427,14.5,5.4,23.1,0,3461,2012-04-27,3461
20120428,16.9,8.6,24.9,0,3461,2012-04-28,3461
20120429,16.8,11,22.1,0,3461,2012-04-29,3461
20120430,18.7,12.9,23.7,0.3,3462,2012-04-30,3462
20120501,18.8,14.7,23.2,5.6,3462,2012-05-01,3462
20120502,19,15.6,23.7,1.2,3360,2012-05-02,3360
20120503,17.4,13.4,22.8,1.5,3384,2012-05-03,3384
20120504,18.9,12,26.1,0.1,3260,2012-05-04,3260
20120505,19.6,13.3,26.2,0.1,3260,2012-05-05,3260
20120506,17.7,10.6,25,0,3260,2012-05-06,3260
20120507,18.4,10.7,26.5,0,3199,2012-05-07,3199
20120508,18.9,12.5,27,1.1,3058,2012-05-08,3058
20120509,18.4,12.6,26.1,0.1,2931,2012-05-09,2931
20120510,15.9,12.2,20.8,0.2,2764,2012-05-10,2764
20120511,14.5,12.4,17.8,0.1,2695,2012-05-11,2695
20120512,15.5,11.3,20.9,0,2695,2012-05-12,2695
20120513,16.9,12.2,22.4,0,2695,2012-05-13,2695
20120514,15.6,14,17.1,17.6,2632,2012-05-14,2632
20120515,17.5,13.1,22.9,0.5,2613,2012-05-15,2613
20120516,17.3,11.4,23.7,0.1,2540,2012-05-16,2540
20120517,16.1,11.2,21.8,1.3,2587,2012-05-17,2587
20120518,16.7,9.3,24.6,0,2576,2012-05-18,2576
20120519,17.8,11,24.6,0,2576,2012-05-19,2576
20120520,19,11.6,26.9,0,2576,2012-05-20,2576
20120521,19.4,12.3,26.7,0,2586,2012-05-21,2586
20120522,20,12.5,27.7,0,2551,2012-05-22,2551
20120523,20.7,14.6,28.1,0,2512,2012-05-23,2512
20120524,19.7,14.8,25.4,0.3,2366,2012-05-24,2366
20120525,19.9,15.3,26.1,0.3,2346,2012-05-25,2346
