year,avgTemp,minTemp,maxTemp,rainFall,avgPrice,ds,y
20120526,19.7,12.7,27.4,0,2346,2012-05-26,2346
20120527,20.4,13,27.6,0.3,2346,2012-05-27,2346
20120528,19.7,14.9,25.8,1.3,2346,2012-05-28,2346
20120529,20.4,15.1,26.7,0.1,2304,2012-05-29,2304
20120530,18.7,16.6,21.9,3.5,2288,2012-05-30,2288
20120531,19.6,15.5,25.5,1.1,2305,2012-05-31,2305
20120601,19.8,14.3,25.8,0,2310,2012-06-01,2310
20120602,20.3,16.4,26.5,1.5,2310,2012-06-02,2310
20120603,20.9,14.6,27.7,0,2310,2012-06-03,2310
20120604,21.6,15.6,27.5,0.2,2298,2012-06-04,2298
20120605,23.1,18.7,28.8,0,2294,2012-06-05,2294
20120606,22.7,18.5,28,0,2294,2012-06-06,2294
20120607,22.7,17.9,28.8,0,2165,2012-06-07,2165
20120608,20.1,18,23.5,7.7,2158,2012-06-08,2158
20120609,21.6,17.6,27,0,2158,2012-06-09,2158
20120610,22.1,17.5,27.9,1.1,2158,2012-06-10,2158
20120611,21.5,17.9,26.3,0.2,2142,2012-06-11,2142
20120612,22,17.9,27.6,2.2,2093,2012-06-12,2093
20120613,21.4,17.7,26.4,1.4,2130,2012-06-13,2130
20120614,21.5,17.4,26.6,0,2139,2012-06-14,2139
20120615,20.4,18.1,23,4.5,2066,2012-06-15,2066
20120616,22.2,17.5,27.7,0.3,2066,2012-06-16,2066
20120617,23.2,17.8,29.2,0,2066,2012-06-17,2066
20120618,22.2,18.5,27.1,3.3,2041,2012-06-18,2041
20120619,22.9,18.8,28.9,7.2,2068,2012-06-19,2068
20120620,22.6,18.3,27.7,0.2,2060,2012-06-20,2060
20120621,23.5,18.9,29.8,0.1,2060,2012-06-21,2060
20120622,23.1,18.4,28.9,0.1,2060,2012-06-22,2060
20120623,23.8,19.2,29.8,1,2060,2012-06-23,2060
20120624,23.3,19.6,27.1,0.8,2060,2012-06-24,2060
20120625,22.7,18.2,27.7,0,2116,2012-06-25,2116
20120626,21.7,18.6,25.5,0.4,2239,2012-06-26,2239
20120627,21.4,18.7,25,0.2,2358,2012-06-27,2358
20120628,22.8,18.1,28,0,2510,2012-06-28,2510
20120629,23.5,19.4,28.7,4.6,2597,2012-06-29,2597
20120630,23.3,20.9,26,37.4,2597,2012-06-30,2597
20120701,23.4,20.4,27.7,0.5,2597,2012-07-01,2597
20120702,24,19.9,29.2,0.1,2689,2012-07-02,2689
20120703,24.6,20.4,29.3,1.1,2782,2012-07-03,2782
20120704,25.4,22,29.6,0.3,2793,2012-07-04,2793
20120705,23.9,22.3,26.1,25.2,2960,2012-07-05,2960
20120706,23.2,21,25.5,64,2978,2012-07-06,2978
20120707,23,19.6,28.1,2.1,2978,2012-07-07,2978
20120708,24,19.3,29.7,0,2978,2012-07-08,2978
20120709,24.9,20,30.7,0,2996,2012-07-09,2996
20120710,24,20.9,27.8,6.4,2991,2012-07-10,2991
20120711,24.1,21.9,27.3,33.2,2921,2012-07-11,2921
20120712,25,21.1,29.1,0.8,2716,2012-07-12,2716
20120713,24.8,21.9,29,23.6,2675,2012-07-13,2675
20120714,23.3,21.3,25.8,25.1,2675,2012-07-14,2675
20120715,22.4,20.3,25.1,48.2,2675,2012-07-15,2675
20120716,23,20.4,26.5,0.6,2671,2012-07-16,2671
20120717,23.5,21.2,26.3,8,2659,2012-07-17,2659
20120718,25.4,22.7,28.6,14.1,2686,2012-07-18,2686
20120719,25.6,23.1,29.2,27.9,2850,2012-07-19,2850
20120720,26.1,22.8,30.8,0.2,2849,2012-07-20,2849
20120721,26.1,22.3,31,0.1,2849,2012-07-21,2849
20120722,25.6,23.3,29,3.9,2849,2012-07-22,2849
20120723,27.3,23.8,31.8,0.7,2800,2012-07-23,2800
20120724,28,24.1,33.1,0,2806,2012-07-24,2806
20120725,28,23.6,33.4,0,2773,2012-07-25,2773
20120726,27.9,23.3,33.4,0,2775,2012-07-26,2775
20120727,28,23.6,33.2,0,2809,2012-07-27,2809
20120728,28.2,23.8,33.6,0,2809,2012-07-28,2809
20120729,28.7,24.1,34,0,2809,2012-07-29,2809
20120730,28.8,24.4,33.8,1.2,2837,2012-07-30,2837
20120731,28.9,24.7,34.3,0.1,2772,2012-07-31,2772
20120801,29.4,24.3,34.9,0,2764,2012-08-01,2764
20120802,28.8,25.5,32.9,0.3,2522,2012-08-02,2522
20120803,28.8,24.9,33.6,0,2533,2012-08-03,2533
20120804,28.8,24.3,34.3,0,2533,2012-08-04,2533
20120805,29.2,23.6,35.3,0,2533,2012-08-05,2533
20120806,29,24.4,34.5,1.2,2550,2012-08-06,2550
20120807,28.2,24,33.5,0.2,2600,2012-08-07,2600
20120808,27,22.3,32.4,0,2752,2012-08-08,2752
20120809,27.2,23,32.7,0.2,2883,2012-08-09,2883
20120810,25.3,23.1,29,8,2891,2012-08-10,2891
20120811,26.9,22.7,31.8,0.8,2891,2012-08-11,2891
20120812,26.2,23.7,30.2,26.8,2891,2012-08-12,2891
20120813,25.5,23.2,28.8,35,2984,2012-08-13,2984
20120814,25.4,22.4,29.1,6.2,3033,2012-08-14,3033
20120815,26.5,23.5,30.2,42.8,3033,2012-08-15,3033
20120816,25.6,23.1,29.3,21.1,2972,2012-08-16,2972
20120817,26.9,23.4,31.8,2.7,2970,2012-08-17,2970
20120818,27.6,24.6,31.8,2.6,2970,2012-08-18,2970
20120819,28.2,25.3,32.2,1.5,2970,2012-08-19,2970
20120820,26.8,24.8,29.3,17.7,2991,2012-08-20,2991
20120821,26.7,24,31.3,17.4,2977,2012-08-21,2977
20120822,23.6,21.7,26.7,29.4,2977,2012-08-22,2977
20120823,22.4,20.6,24.7,38.5,2995,2012-08-23,2995
20120824,22.4,20.6,24.4,40.8,2968,2012-08-24,2968
20120825,25.6,22,30.6,3.4,2968,2012-08-25,2968
20120826,27,22.8,32.2,0,2968,2012-08-26,2968
20120827,27.1,23.1,30.8,1.9,3023,2012-08-27,3023
20120828,25.9,23.4,28.6,38.3,3058,2012-08-28,3058
20120829,26.2,23.2,30.3,2.6,3179,2012-08-29,3179
20120830,22.3,19.6,25.4,67.5,3406,2012-08-30,3406
20120831,22.6,18.3,27.7,1.7,3394,2012-08-31,3394
20120901,22.9,19.1,28.1,0.5,3394,2012-09-01,3394
20120902,23.3,19.9,28.4,0.3,3394,2012-09-02,3394
20120903,23.7,19.9,29,0.1,3395,2012-09-03,3395
20120904,23.1,19.8,27,23.3,3423,2012-09-04,3423
20120905,22.8,18.2,28,9.9,3457,2012-09-05,3457
20120906,20.8,15.7,27.2,0,3393,2012-09-06,3393
20120907,21.9,15.7,27.5,8.7,3366,2012-09-07,3366
20120908,21.9,18.8,26.4,33.3,3366,2012-09-08,3366
20120909,19.9,18,22.8,7.9,3366,2012-09-09,3366
20120910,21,17.3,26.3,10.4,3434,2012-09-10,3434
20120911,20.9,16.1,26.9,0,3479,2012-09-11,3479
20120912,21.1,16.5,26.3,0,3495,2012-09-12,3495
20120913,21.3,19.3,23.9,5.8,3492,2012-09-13,3492
20120914,19.8,17.6,22.7,4.3,3490,2012-09-14,3490
20120915,19.8,16.8,23.6,2.9,3490,2012-09-15,3490
20120916,18.8,17.3,20.7,46.6,3490,2012-09-16,3490
20120917,18.8,17.4,20.9,95.5,3462,2012-09-17,3462
20120918,20.7,17.2,25.4,0.1,3507,2012-09-18,3507
20120919,19.6,15.5,25.1,0.3,3622,2012-09-19,3622
20120920,18.9,14.1,25.4,0,3747,2012-09-20,3747
20120921,18.7,14.1,24.9,0,3784,2012-09-21,3784
20120922,19.1,14.2,25.8,0.1,3784,2012-09-22,3784
20120923,19.3,14.1,26.2,0,3784,2012-09-23,3784
20120924,19.1,13.5,26.2,0,3999,2012-09-24,3999
20120925,19.2,13.6,26.2,0,3851,2012-09-25,3851
20120926,18.8,13.4,25,0,3784,2012-09-26,3784
20120927,18.8,15.2,23.7,0,3817,2012-09-27,3817
20120928,18.6,14.4,24.5,1.6,3849,2012-09-28,3849
20120929,16.6,12.4,21.7,0.1,3849,2012-09-29,3849
20120930,15.9,10.6,22,0,3849,2012-09-30,3849
20121001,16.7,11.1,23.7,0,3849,2012-10-01,3849
20121002,17.3,12,24.4,0,3938,2012-10-02,3938
20121003,17.4,11.8,24.6,0,3938,2012-10-03,3938
20121004,17.1,11.1,24.5,0,3997,2012-10-04,3997
20121005,17.5,12.3,22.8,0,3998,2012-10-05,3998
20121006,17.9,13.5,24,0.1,3998,2012-10-06,3998
20121007,16.7,11.2,23.8,0,3998,2012-10-07,3998
20121008,15.6,10.5,22.4,0,3983,2012-10-08,3983
20121009,15.2,9.2,21.9,0,3909,2012-10-09,3909
20121010,15.4,10.5,21.9,1.6,3699,2012-10-10,3699
20121011,13.7,8.7,19.9,0,3673,2012-10-11,3673
20121012,13.4,6.6,21.9,0,3618,2012-10-12,3618
20121013,14.5,8.6,22.9,0,3618,2012-10-13,3618
20121014,15.4,9.6,23.5,0,3618,2012-10-14,3618
20121015,13.7,7.7,22,0,3689,2012-10-15,3689
20121016,15.6,7.7,23,0,3658,2012-10-16,3658
20121017,13.6,8.2,18.1,1.6,3571,2012-10-17,3571
20121018,10.5,4.2,17.7,0,3705,2012-10-18,3705
20121019,12.3,5.5,20.6,0,3689,2012-10-19,3689
20121020,13.6,7,21.2,0.1,3689,2012-10-20,3689
20121021,15.7,9.2,24,0,3689,2012-10-21,3689
20121022,14.7,10.5,20.2,26.7,3645,2012-10-22,3645
20121023,11,6.3,16.2,0,3623,2012-10-23,3623
20121024,11.6,5.9,18.2,0,3619,2012-10-24,3619
20121025,13.2,7.4,21,0.1,3468,2012-10-25,3468
20121026,14.5,8.6,22.2,0,3434,2012-10-26,3434
20121027,14.8,11.9,17.2,25.4,3434,2012-10-27,3434
20121028,15.4,9.8,20.6,0,3434,2012-10-28,3434
20121029,12.1,6.8,18.5,0,3372,2012-10-29,3372
20121030,10.3,5.4,15,0.3,3325,2012-10-30,3325
20121031,8.2,3.5,13.7,0.4,3315,2012-10-31,3315
20121101,7.2,2.6,11.8,0.1,3109,2012-11-01,3109
20121102,6.2,0.3,13.7,0,3035,2012-11-02,3035
20121103,8.1,0.8,16.7,0,3035,2012-11-03,3035
20121104,10.8,5.4,14.9,5.8,3035,2012-11-04,3035
20121105,10.4,6.9,14.8,3,3198,2012-11-05,3198
20121106,9.3,6.3,12.4,4.5,3134,2012-11-06,3134
20121107,9.8,6.1,14.3,0,3172,2012-11-07,3172
20121108,10,5.5,15,0,2824,2012-11-08,2824
20121109,9.8,4.9,16.2,0,2791,2012-11-09,2791
20121110,12.1,7.7,15.6,3,2791,2012-11-10,2791
20121111,10.6,6.9,15,18.1,2791,2012-11-11,2791
20121112,9.6,6.9,12.5,1.2,2913,2012-11-12,2913
20121113,7.3,3.9,11.2,3.1,2935,2012-11-13,2935
20121114,4.8,2.2,8.2,0.7,2886,2012-11-14,2886
20121115,4.9,0.1,11.3,0,2819,2012-11-15,2819
20121116,5.9,-0.5,10.9,5.7,2844,2012-11-16,2844
20121117,7.5,3.6,10.9,4,2844,2012-11-17,2844
20121118,4.5,-0.2,10.8,0,2844,2012-11-18,2844
20121119,5.3,-0.2,11.6,1.1,2820,2012-11-19,2820
20121120,3.2,-1.1,8.2,0,2820,2012-11-20,2820
20121121,3.7,-2.3,9.6,0,2765,2012-11-21,2765
20121122,6.2,0.5,12.5,0,2677,2012-11-22,2677
20121123,6.1,3.2,9.8,0.5,2668,2012-11-23,2668
20121124,3.3,-1.3,8.8,0,2668,2012-11-24,2668
20121125,3.5,-2.9,9.3,1.2,2668,2012-11-25,2668
20121126,3.8,0.7,8,2.8,2675,2012-11-26,2675
20121127,1.8,-2.9,7.7,0,2691,2012-11-27,2691
20121128,6.2,-0.9,13.2,0.8,2663,2012-11-28,2663
20121129,2.9,-1.4,8.1,0,2710,2012-11-29,2710
20121130,2.6,-2.4,8.6,0.1,2634,2012-11-30,2634
20121201,1,-3.5,5.7,0.2,2634,2012-12-01,2634
20121202,3.1,-0.7,8.4,0.6,2634,2012-12-02,2634
20121203,3.2,-1.3,8.4,3.2,2600,2012-12-03,2600
20121204,0.2,-2.7,3.7,0.1,2600,2012-12-04,2600
20121205,0,-3.8,5.4,6.7,2600,2012-12-05,2600
20121206,-3.8,-7.4,-0.2,0.6,2710,2012-12-06,2710
20121207,-2.1,-6.4,2,3.3,2925,2012-12-07,2925
20121208,-3.9,-7.6,0.1,0.9,2925,2012-12-08,2925
20121209,-6.2,-10.1,-2.2,0.4,2925,2012-12-09,2925
20121210,-5.4,-10.2,0.1,0,3083,2012-12-10,3083
20121211,-4.2,-9.6,2.1,0,3221,2012-12-11,3221
20121212,-3.6,-8.8,3.6,0,3339,2012-12-12,3339
20121213,-1.3,-8.4,6.7,0,3331,2012-12-13,3331
20121214,3.3,-1.2,6.6,25.3,3333,2012-12-14,3333
20121215,5.3,2.1,8.7,0.5,3333,2012-12-15,3333
20121216,3.3,-0.4,8.7,0,3333,2012-12-16,3333
20121217,2.7,-0.6,7.1,0,3438,2012-12-17,3438
20121218,-2.8,-5.8,0.6,0,3416,2012-12-18,3416
20121219,-4.2,-8.1,0.8,0,3416,2012-12-19,3416
20121220,-1.8,-7.3,4.4,0,3543,2012-12-20,3543
20121221,0.9,-2.2,3,6.7,3576,2012-12-21,3576
20121222,0.1,-3.2,3.1,0,3576,2012-12-22,3576
20121223,-4.8,-9.2,-1.3,0.4,3576,2012-12-23,3576
20121224,-6.7,-12,-1.4,0.1,3617,2012-12-24,3617
20121225,-4.3,-9.5,0.7,0.3,3617,2012-12-25,3617
20121226,-8,-12.6,-2.1,0,3624,2012-12-26,3624
20121227,-4.1,-11.5,2.7,0,3634,2012-12-27,3634
20121228,-0.7,-3.3,2.2,7.3,3624,2012-12-28,3624
20121229,0.7,-3.1,4.2,2.2,3624,2012-12-29,3624
20121230,-3.5,-8.1,1.4,1.5,3624,2012-12-30,3624
20121231,-6.1,-10.5,-1.2,0.2,3730,2012-12-31,3730
20130101,-3.2,-9.1,2.6,2,3730,2013-01-01,3730
20130102,-6,-11.2,0,0.4,3853,2013-01-02,3853
20130103,-9.9,-13.9,-5.1,0,3958,2013-01-03,3958
20130104,-9,-14.7,-1.9,0,4002,2013-01-04,4002
20130105,-5.9,-13.1,1,0,4002,2013-01-05,4002
20130106,-4.1,-8.5,2.1,0,4002,2013-01-06,4002
20130107,-4,-9.7,2.5,0,4007,2013-01-07,4007
20130108,-3.2,-8.7,3.2,0,3979,2013-01-08,3979
20130109,-5.6,-9.6,-1.5,0,3964,2013-01-09,3964
20130110,-6.9,-12,-0.8,0,3862,2013-01-10,3862
20130111,-4.3,-11.8,2.9,0,3956,2013-01-11,3956
20130112,0.3,-5.6,7,0.1,3956,2013-01-12,3956
20130113,-0.7,-4.7,3.9,0,3956,2013-01-13,3956
20130114,-0.7,-6.1,5.7,0.1,3912,2013-01-14,3912
20130115,-1.9,-7.2,4.9,0,3939,2013-01-15,3939
20130116,-0.7,-5.7,3.9,0.1,3883,2013-01-16,3883
20130117,-2.8,-6.2,0.3,1.9,3888,2013-01-17,3888
20130118,-3.3,-9.1,3.2,0,3812,2013-01-18,3812
20130119,-0.1,-5.3,5.9,0,3812,2013-01-19,3812
20130120,1.4,-4.7,7,0,3812,2013-01-20,3812
20130121,3.8,2.2,5.3,19.3,3793,2013-01-21,3793
20130122,3.6,2.3,5.7,2.2,3830,2013-01-22,3830
20130123,2.5,0.9,4.1,1.4,3822,2013-01-23,3822
20130124,0.9,-3.2,4.6,0.3,3719,2013-01-24,3719
20130125,-4.6,-6.7,-1.5,0,3719,2013-01-25,3719
20130126,-5.5,-8.9,-1.2,0,3719,2013-01-26,3719
20130127,-5,-8.8,-0.8,0,3719,2013-01-27,3719
20130128,-1.8,-8.7,4.4,0,3719,2013-01-28,3719
20130129,2.2,-3.2,8,0,3721,2013-01-29,3721
20130130,4.1,-0.9,11,0,3721,2013-01-30,3721
20130131,6.4,0.3,12.7,0.5,3702,2013-01-31,3702
20130201,8.6,4.8,12.2,31.3,3702,2013-02-01,3702
20130202,3,-2,8.1,0,3702,2013-02-02,3702
20130203,-0.2,-4.7,2.8,3.2,3702,2013-02-03,3702
20130204,2,-1.6,6.3,4.2,3702,2013-02-04,3702
20130205,0.6,-3,3.5,3.9,3685,2013-02-05,3685
20130206,1.1,-1.2,3.7,2.2,3771,2013-02-06,3771
20130207,-6.2,-10.9,0,0.1,3792,2013-02-07,3792
20130208,-8.2,-13.2,-2.5,0,3814,2013-02-08,3814
20130209,-5.1,-10.6,0.6,0,3814,2013-02-09,3814
20130210,-1.7,-7.1,3.8,0.1,3814,2013-02-10,3814
20130211,-2.8,-8,2.7,0,3814,2013-02-11,3814
20130212,-1.7,-4.4,1.7,0.3,3957,2013-02-12,3957
20130213,-0.9,-6.8,5.1,0,3991,2013-02-13,3991
20130214,2.1,-3.3,7.9,0,4014,2013-02-14,4014
20130215,1.4,-3.4,6.1,0,3982,2013-02-15,3982
20130216,-1.6,-7.2,4.6,0,3982,2013-02-16,3982
20130217,2,-3.2,6.3,1.9,3982,2013-02-17,3982
20130218,2.9,0.2,6.3,1.8,3973,2013-02-18,3973
20130219,-0.1,-3.4,4,0.5,4032,2013-02-19,4032
20130220,-1.9,-6.8,3.6,0,4012,2013-02-20,4012
20130221,-0.2,-5.2,5.3,0,4044,2013-02-21,4044
20130222,1.6,-3.5,7.1,0.6,3949,2013-02-22,3949
20130223,0.1,-5.1,5.2,0,3949,2013-02-23,3949
20130224,1.8,-4.1,7.7,0,3949,2013-02-24,3949
20130225,3.1,-3.3,10.3,0,4001,2013-02-25,4001
20130226,4.9,0,9.4,0.2,4015,2013-02-26,4015
20130227,6.1,0.8,13.1,0,3997,2013-02-27,3997
20130228,8,-1.1,16.4,0,3996,2013-02-28,3996
20130301,4.2,-1.2,11.2,4.9,3996,2013-03-01,3996
20130302,0.4,-3.7,5.6,0,3996,2013-03-02,3996
20130303,1.3,-4.1,7.4,0,3996,2013-03-03,3996
20130304,3.4,-2.7,10.4,0,3949,2013-03-04,3949
20130305,4.7,-2.6,12.9,0,3986,2013-03-05,3986
20130306,7.9,-1,16.9,0,3986,2013-03-06,3986
20130307,9.4,3.5,14.6,0.8,4069,2013-03-07,4069
20130308,9.8,2.5,18.3,0,4076,2013-03-08,4076
20130309,13.5,2.3,23.7,0,4076,2013-03-09,4076
20130310,5.8,0.4,13.9,0,4076,2013-03-10,4076
20130311,4.5,-3.2,13.1,0,4028,2013-03-11,4028
20130312,9.1,-0.3,16.5,1.4,4085,2013-03-12,4085
20130313,6.5,2.1,12.4,16.1,4085,2013-03-13,4085
20130314,4.3,0.3,9.7,0,4159,2013-03-14,4159
20130315,5.9,-1,13.4,0,4133,2013-03-15,4133
20130316,7.6,1.2,15.8,0,4133,2013-03-16,4133
20130317,8.9,0.3,17.6,16,4133,2013-03-17,4133
20130318,10.3,7,15.5,16.3,4080,2013-03-18,4080
20130319,10.7,5,15.8,0,4080,2013-03-19,4080
20130320,5.5,-1.1,11.9,2.3,4016,2013-03-20,4016
20130321,2.5,-4.1,9.8,0,3998,2013-03-21,3998
20130322,5.3,-0.5,11.3,0,3986,2013-03-22,3986
20130323,6.7,0.5,13.8,0,3986,2013-03-23,3986
20130324,6.5,1.3,12.4,0,3986,2013-03-24,3986
20130325,3.8,-0.1,8.7,0.8,3986,2013-03-25,3986
20130326,5.1,-2.3,12.5,0,3986,2013-03-26,3986
20130327,9,1.3,17.2,0,3996,2013-03-27,3996
20130328,9.9,2.7,17.3,0,3999,2013-03-28,3999
20130329,7.2,1.9,13.2,0,4023,2013-03-29,4023
20130330,6.6,0.8,12.9,0.3,4023,2013-03-30,4023
20130331,7.3,2.4,13.7,0.6,4023,2013-03-31,4023
20130401,9.2,1.1,16.8,0,4161,2013-04-01,4161
20130402,7.4,4.3,12.1,1.4,4161,2013-04-02,4161
20130403,10,3,17.7,0,4170,2013-04-03,4170
20130404,11.9,4.7,20.3,0,4141,2013-04-04,4141
20130405,13.1,5.1,19.9,0.3,4153,2013-04-05,4153
20130406,8.5,3.7,13,24.7,4153,2013-04-06,4153
20130407,5.2,1.8,9.6,1.6,4153,2013-04-07,4153
20130408,8.6,0.4,16.3,0.1,4199,2013-04-08,4199
20130409,8.2,4.2,13.1,0.3,4236,2013-04-09,4236
20130410,5.5,1.2,10,0.1,4256,2013-04-10,4256
20130411,7,1.8,12.1,0.5,4253,2013-04-11,4253
20130412,6.9,0.8,12.9,0,4253,2013-04-12,4253
20130413,11.8,1.1,19.8,0,4253,2013-04-13,4253
20130414,11.4,4.3,17.5,1.5,4253,2013-04-14,4253
20130415,7.9,0.9,14,0,4238,2013-04-15,4238
20130416,15.6,5.8,24.5,0.1,4238,2013-04-16,4238
20130417,12.1,9.2,17.3,0.3,4218,2013-04-17,4218
20130418,11.8,7.3,18,0,4218,2013-04-18,4218
20130419,9.4,3.7,15.3,0,3966,2013-04-19,3966
20130420,5.8,3.5,8.5,9.7,3966,2013-04-20,3966
20130421,8.8,3.1,15.2,0,3966,2013-04-21,3966
20130422,11.3,2.3,18.9,0,3974,2013-04-22,3974
20130423,10.9,8.6,14,22.1,3974,2013-04-23,3974
20130424,13.6,8.9,19.4,1.5,3991,2013-04-24,3991
20130425,10.8,6.6,16.4,2.2,3856,2013-04-25,3856
20130426,11.4,6.4,17.3,0.5,3704,2013-04-26,3704
20130427,11.6,4.9,19.1,0.8,3704,2013-04-27,3704
20130428,15.2,7.1,22.1,0,3704,2013-04-28,3704
20130429,14.6,9.4,19.1,7.5,3823,2013-04-29,3823
20130430,13.2,6.2,21,0.1,3752,2013-04-30,3752
20130501,11.6,6.8,17,0.2,3752,2013-05-01,3752
20130502,11.8,6.7,17.9,1.1,3307,2013-05-02,3307
20130503,12.5,6.3,19.2,0.9,3293,2013-05-03,3293
20130504,14,8.7,20.5,0.1,3293,2013-05-04,3293
20130505,15.6,7.6,23.6,0,3293,2013-05-05,3293
20130506,16.8,8.9,25.1,0,3205,2013-05-06,3205
20130507,16.1,9.7,23.1,0,3241,2013-05-07,3241
20130508,17.5,8.8,26.4,0,3218,2013-05-08,3218
20130509,18,11.5,24.4,3.8,3130,2013-05-09,3130
20130510,15.6,12.8,19.5,15.9,3100,2013-05-10,3100
20130511,18.1,11.9,25.5,0,3100,2013-05-11,3100
20130512,20.2,13,26.7,0.1,3100,2013-05-12,3100
20130513,20.2,13.4,28.1,0,3097,2013-05-13,3097
20130514,18.9,11.8,26,0,3128,2013-05-14,3128
20130515,18.9,13.8,25.3,0,3116,2013-05-15,3116
20130516,17.8,12.7,23.5,0,3009,2013-05-16,3009
20130517,16.9,10.9,23.6,0,3009,2013-05-17,3009
20130518,17.7,11,24,4.2,3009,2013-05-18,3009
20130519,16.5,14.1,19.9,24.4,3009,2013-05-19,3009
20130520,16.9,12.4,21.9,0,2944,2013-05-20,2944
20130521,17.9,9.7,26.1,0,2933,2013-05-21,2933
20130522,19.9,12.1,27.6,0,2918,2013-05-22,2918
20130523,20.7,14.1,28.5,0,2890,2013-05-23,2890
20130524,21.7,14.2,30.1,0,2874,2013-05-24,2874
20130525,21.5,15.7,28.6,0,2874,2013-05-25,2874
20130526,21.8,16.9,27,0,2874,2013-05-26,2874
20130527,19.5,17.6,22.2,51.8,2864,2013-05-27,2864
20130528,19.5,17.3,22.1,26.1,2859,2013-05-28,2859
20130529,18.5,15.9,21.3,0.5,2842,2013-05-29,2842
20130530,19.8,14.5,26.5,0,2777,2013-05-30,2777
20130531,19.6,13.2,26.3,0,2770,2013-05-31,2770
20130601,19.6,15.4,25.3,0,2770,2013-06-01,2770
20130602,19.9,13.6,26.9,0,2770,2013-06-02,2770
20130603,20.1,14.2,26.6,0,2752,2013-06-03,2752
20130604,21.8,15.4,28.6,0,2734,2013-06-04,2734
20130605,22.3,16.4,28.9,0,2723,2013-06-05,2723
20130606,22.2,17.4,28.5,0.6,2723,2013-06-06,2723
20130607,22.2,17.8,28.1,0.2,2737,2013-06-07,2737
20130608,22.1,17.6,27.1,0,2737,2013-06-08,2737
20130609,22.5,17.7,27.8,0,2737,2013-06-09,2737
20130610,22.6,17.2,27.9,0,2737,2013-06-10,2737
20130611,21,18.5,24.7,4.8,2716,2013-06-11,2716
20130612,20.7,18.9,23.5,3.4,2691,2013-06-12,2691
20130613,22.3,19.3,26.5,0.1,2650,2013-06-13,2650
20130614,22.2,19.9,25.4,1.5,2659,2013-06-14,2659
20130615,24,20,29.2,0.1,2659,2013-06-15,2659
20130616,24.2,19.2,30.1,0,2659,2013-06-16,2659
20130617,24,20,28.6,1,2693,2013-06-17,2693
20130618,22.6,21.5,24.5,46.9,2706,2013-06-18,2706
20130619,23.4,20.3,28.2,20.1,2737,2013-06-19,2737
20130620,24.4,20.1,30,0,2775,2013-06-20,2775
20130621,23.8,20.8,28.1,0.4,2788,2013-06-21,2788
20130622,23.2,20,27.9,1.3,2788,2013-06-22,2788
20130623,21.6,19.5,24.8,2.9,2788,2013-06-23,2788
20130624,22.9,18.4,28.3,0,2773,2013-06-24,2773
20130625,22.6,19.4,27.2,6.5,2774,2013-06-25,2774
20130626,23.3,19.6,28.9,5.8,2741,2013-06-26,2741
20130627,23.3,19.5,28.3,3.5,2741,2013-06-27,2741
20130628,23.6,20.1,29,1.6,2741,2013-06-28,2741
20130629,24.5,19.5,30.3,0.1,2741,2013-06-29,2741
20130630,25.1,20,30.6,0,2741,2013-06-30,2741
20130701,25.4,21.1,30.6,0,2690,2013-07-01,2690
20130702,25.7,22.3,29.4,11.5,2683,2013-07-02,2683
20130703,25.7,22.4,29.6,18.6,2657,2013-07-03,2657
20130704,25.2,22.8,27.9,22.3,2659,2013-07-04,2659
20130705,23.8,21.9,26.3,51.5,2636,2013-07-05,2636
20130706,25,21.8,29.9,0,2636,2013-07-06,2636
20130707,24.4,22.2,27.3,19.3,2636,2013-07-07,2636
20130708,26.1,23.5,29,14.6,2676,2013-07-08,2676
20130709,27,24.4,30.7,1.7,2707,2013-07-09,2707
20130710,26.9,23.9,30.8,2.3,2693,2013-07-10,2693
20130711,26.8,23.6,30.7,5,2701,2013-07-11,2701
20130712,26,23.3,29.1,6.3,2694,2013-07-12,2694
20130713,26.2,23.5,30.3,18.4,2694,2013-07-13,2694
20130714,25.9,23.3,29.6,23.6,2694,2013-07-14,2694
20130715,26,23.4,29.7,14.2,2690,2013-07-15,2690
20130716,27.3,23.2,31.5,0.5,2726,2013-07-16,2726
20130717,26.4,23.8,29.8,8.5,2734,2013-07-17,2734
20130718,26.4,23.2,30.8,4.7,2763,2013-07-18,2763
20130719,26.6,22.4,31.8,0.4,2816,2013-07-19,2816
20130720,27.4,23.4,32.2,1.1,2816,2013-07-20,2816
20130721,27.2,24.2,31,1.3,2816,2013-07-21,2816
20130722,27.3,24.5,31.6,16.6,2878,2013-07-22,2878
20130723,26.3,24.5,28.4,17.3,2889,2013-07-23,2889
20130724,26.7,23.8,30.1,4.8,2942,2013-07-24,2942
20130725,26.7,22.6,31.7,0,3019,2013-07-25,3019
20130726,27,22.6,32.4,0,3075,2013-07-26,3075
20130727,26.5,22.2,31.8,0.1,3075,2013-07-27,3075
20130728,26,23.6,28.9,11.1,3075,2013-07-28,3075
20130729,27.4,24.2,31.6,5.2,3147,2013-07-29,3147
20130730,26.3,23.2,31.3,8.5,3303,2013-07-30,3303
20130731,27,24.1,31,12.9,3365,2013-07-31,3365
20130801,27.2,23.8,32.2,3.6,3376,2013-08-01,3376
20130802,27,24.6,30.6,3.7,3359,2013-08-02,3359
20130803,27.2,24.5,31.9,9.1,3359,2013-08-03,3359
20130804,27.4,24.6,32.1,7.6,3359,2013-08-04,3359
20130805,27.6,24.1,32.2,4.9,3369,2013-08-05,3369
