연월,평균기온,최고기온,최저기온,평균상대습도,월합강수량,일최다강수량,1시간최다강수량,평균풍속,최대풍속,합계 일조시간,일조율,최심적설,최심신적설,평균지면온도,소비자물가지수,배추가격(원),ds,y,holiday
2020-03,7.897894736842105,21.883157894736843,-4.032631578947369,60.863157894736844,33.136842105263156,15.883157894736843,0.0,2.303157894736842,10.102105263157895,237.70736842105265,63.97852631578947,5.7,3.35,9.65578947368421,99.94,4508,2020-03,4508,0
2020-04,10.725263157894737,24.533684210526314,-0.40631578947368424,56.06315789473684,43.23789473684211,20.96315789473684,6.02,2.5105263157894737,9.585263157894737,268.08736842105264,68.15684210526315,0.0,0.0,14.264210526315788,99.5,4793,2020-04,4793,0
2020-05,17.54421052631579,28.67578947368421,7.350526315789473,72.90526315789474,108.65578947368421,41.775789473684206,14.841052631578949,2.0073684210526315,8.393684210526315,210.69684210526316,48.23810526315789,0.0,0.0,21.201052631578946,99.44,4372,2020-05,4372,0
2020-06,22.594736842105263,33.228421052631575,12.809473684210527,75.82105263157895,192.1705263157895,68.24842105263158,21.75894736842105,1.7905263157894735,8.173684210526316,207.61052631578949,47.46621052631579,0.0,0.0,27.201052631578946,99.71,4885,2020-06,4885,0
2020-07,22.542105263157893,31.3,16.29684210526316,86.32631578947368,411.04842105263157,101.5978947368421,32.63578947368421,1.6094736842105264,7.706315789473685,103.99263157894737,23.360842105263156,0.0,0.0,25.17684210526316,99.63,7422,2020-07,7422,0
2020-08,26.528421052631575,34.512631578947364,21.068421052631578,85.29473684210527,399.1305263157895,115.60631578947368,37.98105263157895,1.8842105263157896,9.126315789473685,151.4221052631579,36.36505263157895,0.0,0.0,28.96421052631579,100.19,10740,2020-08,10740,0
2020-09,20.266315789473683,29.93894736842105,11.034736842105263,80.48421052631579,230.87157894736842,84.2,25.26421052631579,1.8726315789473684,11.775789473684211,158.51789473684212,42.642421052631576,0.0,0.0,22.66842105263158,100.74,7242,2020-09,7242,0
2020-10,13.978947368421053,25.135789473684213,3.126315789473684,69.07368421052631,13.465263157894737,10.611578947368422,3.7421052631578946,1.6736842105263159,7.288421052631579,216.54526315789474,62.095894736842105,0.0,0.0,16.54105263157895,100.18,3330,2020-10,3330,0
2020-11,8.883157894736842,22.38,-2.356842105263158,65.72631578947369,40.57052631578947,29.393684210526317,0.0,1.9223404255319148,8.792631578947368,173.04842105263157,56.26578947368421,0.0,0.0,9.481052631578947,100.09,2879,2020-11,2879,김장철
2020-12,0.8747368421052633,12.486315789473684,-11.423157894736843,60.71578947368421,10.75578947368421,6.052631578947368,0.0,1.986315789473684,8.363157894736842,183.8694736842105,60.85557894736842,7.405882352941177,5.805882352941176,1.4821052631578948,100.33,3027,2020-12,3027,김장철
2021-01,-0.5326315789473685,14.463157894736842,-16.08,63.642105263157895,24.773684210526316,9.822105263157894,0.0,2.114736842105263,9.581052631578947,174.85052631578947,56.33831578947369,11.919999999999998,6.69,0.4557894736842105,101.04,3804,2021-01,3804,0
2021-02,3.7863157894736843,21.10421052631579,-8.849473684210526,58.642105263157895,22.538947368421052,11.48842105263158,0.0,2.4210526315789473,9.486315789473684,187.45684210526318,61.61863157894737,4.917647058823529,4.258823529411764,4.2,101.58,4736,2021-02,4736,0
2021-03,8.90421052631579,22.250526315789475,-2.54,67.66315789473684,113.02105263157895,51.80210526315789,0.0,2.036842105263158,8.823157894736843,206.47578947368422,55.646736842105256,6.7555555555555555,6.1,10.198947368421052,101.84,5211,2021-03,5211,0
2021-04,13.248421052631578,26.832631578947368,1.576842105263158,59.09473684210526,77.16947368421053,36.15473684210526,8.139999999999999,2.223157894736842,9.092631578947367,226.9042105263158,57.647157894736836,0.0,0.0,16.076842105263157,101.98,3736,2021-04,3736,0
2021-05,16.74,29.05263157894737,5.078947368421052,71.09473684210526,138.61157894736843,48.204210526315784,15.521052631578947,2.0347368421052634,8.790526315789474,204.34736842105264,46.90621052631579,0.0,0.0,19.62736842105263,102.05,3213,2021-05,3213,0
2021-06,21.76808510638298,31.207368421052628,12.603157894736842,77.61052631578947,97.11789473684212,38.08,16.347368421052632,1.6505263157894738,6.994736842105263,196.0863157894737,44.862210526315785,0.0,0.0,25.511827956989247,102.05,3390,2021-06,3390,0
2021-07,26.06421052631579,34.44210526315789,18.82526315789474,80.90526315789474,236.43789473684208,89.97684210526315,30.209473684210526,1.6221052631578947,7.185263157894737,209.40526315789472,47.14178947368421,0.0,0.0,30.221052631578946,102.26,4393,2021-07,4393,0
2021-08,24.943157894736842,34.396842105263154,18.527368421052632,83.08421052631579,287.7968421052632,79.75263157894737,36.863157894736844,1.548421052631579,7.921052631578948,147.85052631578947,35.39357894736842,0.0,0.0,27.94736842105263,102.75,5396,2021-08,5396,0
