연월,평균기온,최고기온,최저기온,평균상대습도,월합강수량,일최다강수량,1시간최다강수량,평균풍속,최대풍속,합계 일조시간,일조율,최심적설,최심신적설,평균지면온도,소비자물가지수,배추가격(원),ds,y,holiday
2021-09,21.542105263157893,29.703157894736844,14.375789473684211,80.77894736842106,158.26000000000002,58.50421052631579,26.646315789473686,1.7574468085106383,7.266315789473683,143.57684210526315,38.659473684210525,0.0,0.0,23.673684210526314,103.17,4280,2021-09,4280,0
2021-10,15.448421052631579,29.396842105263158,1.4378947368421051,76.2,54.88842105263158,22.213684210526317,8.91263157894737,1.5368421052631578,7.1568421052631574,191.32631578947368,54.84231578947369,0.0,0.0,17.302105263157895,103.35,4409,2021-10,4409,0
2021-11,8.685263157894736,21.263157894736842,-2.3526315789473684,70.16842105263157,56.48526315789474,26.228421052631578,0.3,1.8368421052631578,8.92421052631579,175.85894736842104,57.25536842105264,0.4,0.4,8.74736842105263,103.87,4217,2021-11,4217,김장철
2021-12,2.350526315789474,14.397894736842105,-11.61157894736842,63.92631578947368,10.090526315789473,4.330526315789474,0.0,2.1599999999999997,9.3,176.4884210526316,58.38305263157895,9.758823529411764,7.052941176470589,2.409473684210526,104.04,4228,2021-12,4228,김장철
2022-01,-0.29789473684210527,10.636842105263158,-10.274736842105263,57.21052631578947,4.75,2.2033333333333336,0.0,1.9147368421052633,7.962105263157895,199.26421052631576,64.16042105263158,5.582352941176471,2.6294117647058823,0.3263157894736842,104.85,4089,2022-01,4089,0
2022-02,0.32315789473684203,13.613684210526316,-10.277894736842105,52.14736842105263,4.663440860215053,2.2623655913978493,2.34,2.443157894736842,8.486315789473684,208.14526315789473,68.4578947368421,4.057142857142857,2.5571428571428574,2.0705263157894738,105.42,4451,2022-02,4451,0
2022-03,7.892631578947368,20.809473684210527,-3.968421052631579,65.10526315789474,91.99368421052631,34.986315789473686,0.1,2.094736842105263,9.612631578947369,183.85894736842104,49.60947368421052,2.475,2.475,9.117894736842105,106.1,4978,2022-03,4978,0
2022-04,13.823157894736843,27.557894736842105,0.4568421052631579,60.589473684210525,60.46842105263158,31.290526315789474,13.569473684210525,2.0210526315789474,7.653684210526316,244.64315789473682,62.20294736842105,0.0,0.0,16.94105263157895,106.83,4634,2022-04,4634,0
2022-05,18.042105263157893,30.54105263157895,4.606315789473684,58.4,6.072631578947369,3.8400000000000003,2.6894736842105265,1.9873684210526317,7.3989473684210525,290.72210526315786,67.00178947368421,0.0,0.0,23.763157894736842,107.5,4134,2022-05,4134,0
2022-06,22.337894736842106,32.85684210526316,12.334736842105263,76.67368421052632,180.73894736842107,70.42736842105263,23.487368421052633,2.1221052631578945,7.891578947368422,170.31894736842105,38.95926315789474,0.0,0.0,26.321052631578947,108.21,5637,2022-06,5637,0
2022-07,25.989473684210527,34.39578947368421,19.88,81.8,184.25157894736844,71.89894736842105,24.593684210526316,1.68,7.246315789473684,174.40842105263158,39.28431578947369,0.0,0.0,29.282105263157895,108.73,6687,2022-07,6687,0
2022-08,25.44105263157895,33.80842105263158,14.870526315789474,83.29473684210527,280.76736842105265,80.71894736842106,32.595789473684206,1.7442105263157894,7.258947368421053,137.8621052631579,33.114736842105266,0.0,0.0,27.877894736842105,108.63,9061,2022-08,9061,0
2022-09,21.12526315789474,31.621052631578948,10.702105263157895,77.15789473684211,157.82,91.22315789473684,20.08421052631579,1.8414893617021275,10.392631578947368,167.64736842105262,45.08294736842105,0.0,0.0,23.837894736842106,108.82,5966,2022-09,5966,0
2022-10,14.208421052631579,28.397894736842108,2.425263157894737,72.65263157894736,76.67263157894736,40.07473684210526,16.15578947368421,1.775531914893617,8.169473684210526,203.8684210526316,58.58631578947368,0.0,0.0,16.57157894736842,109.16,3416,2022-10,3416,0
2022-11,9.98421052631579,22.782105263157895,-3.6852631578947372,68.21052631578948,62.26631578947369,30.69263157894737,0.13333333333333333,1.6326315789473684,8.126315789473685,184.54526315789474,59.84894736842105,0.6333333333333334,0.6333333333333334,10.526315789473685,109.07,2886,2022-11,2886,김장철
2022-12,-0.7526315789473684,11.68736842105263,-11.814736842105264,61.90526315789474,17.201063829787234,7.135106382978724,0.0,2.1010526315789475,8.830526315789474,171.88526315789474,57.074,9.894444444444444,8.11111111111111,0.9351063829787233,109.26,2952,2022-12,2952,김장철
2023-01,-0.06842105263157895,15.311458333333334,-15.183333333333332,62.88421052631579,44.928125,32.98854166666667,0.0,2.036842105263158,9.05625,185.646875,60.05757894736843,9.83529411764706,8.670588235294119,0.7776595744680851,110.07,3047,2023-01,3047,0
2023-02,2.858333333333333,14.703125,-7.010416666666667,61.0,19.360416666666666,10.170833333333333,0.0,1.854736842105263,8.141666666666667,176.16458333333333,58.5075,13.733333333333334,5.883333333333333,3.5666666666666664,110.33,3497,2023-02,3497,0
2023-03,9.504166666666666,24.334374999999998,-3.6041666666666665,56.67368421052632,30.73125,18.632291666666667,0.0,1.9322916666666667,8.509375,229.37812499999998,62.20072916666667,1.9,1.9,10.978125,110.52,3923,2023-03,3923,0
2023-04,13.180208333333333,26.883333333333336,1.23125,63.177083333333336,70.45729166666666,35.395833333333336,6.847916666666666,2.214583333333333,9.288541666666667,197.15312500000002,50.193125,0.0,0.0,15.645833333333334,110.77,4069,2023-04,4069,0
2023-05,17.88556701030928,30.38762886597938,5.2,70.64948453608247,201.29484536082472,86.9298969072165,15.77319587628866,1.8536082474226805,8.01958762886598,207.92680412371135,47.70226804123711,0.0,0.0,21.464948453608248,111.13,3786,2023-05,3786,0
2023-06,22.33298969072165,32.47216494845361,13.650515463917525,75.73195876288659,201.5422680412371,65.31649484536082,27.579381443298967,1.7731958762886597,7.201030927835052,206.19896907216494,47.38463917525774,0.0,0.0,26.811340206185566,111.16,4134,2023-06,4134,0
2023-07,25.552083333333332,34.15773195876289,19.10103092783505,85.77083333333333,482.09587628865984,126.06907216494847,35.182474226804125,1.659375,7.864948453608247,136.0577319587629,30.816494845360822,0.0,0.0,28.027368421052632,111.29,5570,2023-07,5570,0
2023-08,26.49278350515464,35.355670103092784,19.814432989690722,81.73195876288659,292.9907216494845,110.04329896907217,31.00721649484536,1.628125,8.474226804123711,195.0422680412371,46.78443298969072,0.0,0.0,30.197938144329896,112.28,5718,2023-08,5718,0
2023-09,22.735051546391755,31.58556701030928,14.17319587628866,81.71134020618557,192.9835051546392,68.0659793814433,25.99381443298969,1.4278350515463918,6.554639175257732,158.02164948453608,42.450721649484535,0.0,0.0,25.528421052631575,112.85,6170,2023-09,6170,0
2023-10,15.02680412371134,24.622680412371135,4.3432989690721655,72.24742268041237,16.34845360824742,8.55360824742268,6.003092783505154,1.518556701030928,7.369072164948453,213.39278350515463,60.95597938144329,0.0,0.0,17.25154639175258,113.27,2956,2023-10,2956,0
2023-11,8.350515463917526,26.109278350515464,-4.531958762886598,65.77319587628865,65.10309278350516,29.00515463917526,0.0,2.2041237113402063,9.77938144329897,171.59587628865978,56.18103092783505,1.8923076923076925,1.6636363636363638,8.880208333333334,112.68,3019,2023-11,3019,김장철
2023-12,2.820618556701031,18.883505154639177,-11.355670103092784,70.74226804123711,102.04536082474226,40.29072164948453,0.0,1.9804123711340205,8.925773195876289,139.09587628865978,46.56711340206186,7.8136363636363635,6.610526315789474,3.282291666666667,112.73,3043,2023-12,3043,김장철
2024-01,1.320618556701031,13.35979381443299,-10.23298969072165,67.4020618556701,35.29587628865979,16.82680412371134,0.0,2.025,8.145360824742268,163.159793814433,52.79340206185567,7.235294117647059,5.047058823529412,1.8103092783505155,113.17,3457,2024-01,3457,0
2024-02,4.42680412371134,18.277319587628867,-4.429896907216495,75.77319587628865,110.19175257731959,33.48041237113402,0.0,1.9666666666666668,8.293814432989691,105.77499999999999,33.5953125,8.559999999999999,5.6,4.963917525773196,113.78,3673,2024-02,3673,0
2024-03,7.103092783505154,21.939175257731957,-7.257731958762887,62.65979381443299,68.1680412371134,28.90721649484536,0.0,2.290721649484536,9.191752577319589,195.54845360824743,53.153711340206186,3.3200000000000003,2.6,8.502061855670103,113.95,4402,2024-03,4402,0
2024-04,14.949484536082473,27.970103092783503,3.4288659793814436,68.6082474226804,84.9340206185567,32.81443298969072,9.418556701030928,1.7628865979381443,7.348453608247422,187.7494845360825,47.78,0.0,0.0,17.098969072164948,114.01,3814,2024-04,3814,0
2024-05,17.732291666666665,29.455670103092782,6.629896907216495,67.60416666666667,119.34536082474227,57.25979381443299,13.243298969072164,2.0208333333333335,8.516494845360825,261.9237113402062,60.48731958762886,0.0,0.0,21.81578947368421,114.1,3560,2024-05,3560,0
2024-06,22.675257731958762,34.42783505154639,11.938144329896907,71.44329896907216,145.50515463917526,56.14020618556702,21.582474226804123,1.6927835051546392,7.024742268041237,230.23711340206185,53.07164948453608,0.0,0.0,27.542708333333334,113.84,4824,2024-06,4824,0
2024-07,26.311340206185566,34.279381443298966,20.357731958762887,83.82474226804123,352.1309278350515,105.06907216494847,42.56391752577319,2.1030927835051547,8.289690721649485,132.83298969072163,30.191443298969073,0.0,0.0,28.341237113402062,114.13,6397,2024-07,6397,0
2024-08,28.00103092783505,35.7680412371134,20.849484536082475,79.10309278350516,83.61752577319588,38.15257731958763,25.389690721649487,1.6144329896907217,7.227835051546392,239.74536082474225,57.635876288659794,0.0,0.0,32.07319587628866,114.54,8172,2024-08,8172,0
2024-09,24.814432989690722,34.91340206185567,14.43298969072165,80.03092783505154,249.7618556701031,132.53505154639174,40.1020618556701,1.579381443298969,6.92680412371134,174.70000000000002,47.23237113402062,0.0,0.0,27.713402061855668,114.65,8610,2024-09,8610,0
